# Constructed from biom file
#OTU ID	CHE0002SZ	CHE0004BZ	CHE0005SZ	CHE0009BZ	CHE0010BZ	CHE0012SZ	CHE0013BZ	CHE0014TZ	CHE1003TZ	CHE1006Z	CHE1007SZ	CHE1008TZ	CHE1011TZ	CHE1020TZ	EUR0003	EUR0003.RT.1	EUR0003.RT.2	EUR0003.RT.3	EUR0005	EUR0005.RT	EUR0009	EUR0009.RT	EUR0011	EUR0011.RT	EUR1001	EUR1001.RT	EUR1002.1	EUR1002.2	EUR1002.3	EUR1002.RT	EUR1006	EUR1006.RT	EUR1007	EUR1007.RT	EUR1008	EUR1008.RT	EUR1010	EUR1010.RT	RAJ0016YZ	RAJ0018YZ	RAJ0019YZ	RAJ0022YZ	RAJ1011YZ	RAJ1012YZ	RAJ1014YZ	RAJ1015YZ	RAJ1020YZ	RAU0015YZ	RAU0016YZ	RAU0022YZ	RAU0028AZ	RAU1009YZ	RAU1011YZ	RAU1013YZ	RAU1014YZ	RAU1020YZ	RAU1026YZ	RAU1029Y	THA0055JZ	THA0058AZ	THA0061JZ	THA0062YZ	THA0065JZ	THA0068JZ	THA0078JZ	THA1056YZ	THA1057JZ	THA1060YZ	THA1063YZ	THA1064JZ	THA1066YZ	THA1067YZ.1	THA1070JZ	THA1071YZ	THA1072JZ	THA1074JZ	THA1075YZ	THA1076JZ
d3128f8322c87b539116a71e7c3925e6	0.0	2683.0	0.0	0.0	1566.0	1143.0	0.0	0.0	0.0	2682.0	411.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1463.0	0.0	0.0	0.0	952.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
84853bd31e74a04290e47c542c8d293d	12.0	7.0	0.0	19.0	6.0	0.0	0.0	145.0	0.0	0.0	11.0	0.0	47.0	0.0	853.0	414.0	461.0	467.0	1332.0	1062.0	0.0	0.0	1188.0	1096.0	0.0	0.0	0.0	0.0	0.0	0.0	383.0	883.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	262.0	16.0	0.0	0.0	53.0	6.0	0.0	3.0	30.0	0.0	90.0	0.0	5.0	94.0	0.0	0.0	0.0	72.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	108.0	165.0	80.0	68.0	200.0	0.0	415.0	0.0	0.0	17.0	254.0	375.0	0.0
ffa127d7eceac0dfd2b2a8c550580e62	144.0	133.0	278.0	145.0	168.0	226.0	745.0	0.0	222.0	69.0	188.0	379.0	473.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1155.0	250.0	279.0	0.0	125.0	223.0	178.0	154.0	83.0	0.0	0.0	0.0	197.0	235.0	0.0	172.0	51.0	0.0	0.0	937.0	0.0	0.0	0.0	0.0	0.0	0.0	1156.0	109.0	93.0	96.0	0.0	224.0	0.0	0.0	806.0	0.0	0.0	45.0
a66dd8d31584930c2b0f811f572dddcf	0.0	6.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	109.0	0.0	86.0	81.0	152.0	383.0	673.0	183.0	170.0	299.0	237.0	455.0	633.0	795.0	1442.0	874.0	640.0	101.0	119.0	828.0	820.0	30.0	9.0	0.0	0.0	14.0	0.0	0.0	0.0	3.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	99.0	0.0	35.0	0.0	15.0	0.0	44.0	28.0	0.0	43.0	35.0	0.0	20.0	0.0	0.0	0.0	0.0	8.0	2.0	0.0	20.0	37.0	31.0
877f27b47c85f6b2d3cf8a6aa86def40	37.0	24.0	0.0	9.0	46.0	0.0	119.0	0.0	14.0	0.0	54.0	40.0	38.0	74.0	90.0	147.0	148.0	181.0	105.0	197.0	68.0	129.0	36.0	0.0	245.0	227.0	230.0	577.0	185.0	492.0	0.0	0.0	0.0	0.0	446.0	119.0	382.0	857.0	26.0	53.0	0.0	161.0	0.0	0.0	64.0	450.0	274.0	0.0	0.0	156.0	0.0	351.0	0.0	167.0	87.0	90.0	0.0	240.0	0.0	19.0	0.0	324.0	0.0	121.0	0.0	0.0	62.0	42.0	33.0	157.0	0.0	0.0	0.0	135.0	386.0	248.0	371.0	40.0
149e7d5e484d157f2ac6140a2111618e	0.0	18.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	11.0	0.0	223.0	254.0	212.0	288.0	856.0	997.0	129.0	141.0	543.0	268.0	347.0	629.0	477.0	438.0	321.0	347.0	232.0	246.0	21.0	46.0	174.0	67.0	707.0	421.0	36.0	22.0	237.0	28.0	0.0	0.0	0.0	86.0	0.0	8.0	0.0	9.0	17.0	0.0	31.0	7.0	15.0	7.0	0.0	7.0	0.0	42.0	0.0	0.0	0.0	21.0	0.0	5.0	0.0	0.0	7.0	8.0	0.0	45.0	31.0	0.0	9.0	14.0	26.0	10.0
eea6b86c0c75e740670ccc50613b1b23	0.0	0.0	9.0	5.0	23.0	0.0	8.0	23.0	11.0	24.0	0.0	9.0	21.0	41.0	154.0	77.0	75.0	78.0	292.0	321.0	236.0	80.0	58.0	50.0	332.0	666.0	538.0	603.0	466.0	300.0	133.0	105.0	48.0	150.0	289.0	38.0	1447.0	534.0	18.0	6.0	13.0	101.0	13.0	130.0	42.0	0.0	33.0	21.0	17.0	61.0	16.0	17.0	17.0	19.0	16.0	12.0	9.0	16.0	0.0	95.0	29.0	11.0	43.0	0.0	37.0	38.0	15.0	14.0	0.0	15.0	39.0	28.0	33.0	35.0	20.0	57.0	68.0	87.0
33f9226b33e1f59f71edc044bb947764	59.0	0.0	88.0	0.0	101.0	42.0	106.0	0.0	93.0	0.0	387.0	0.0	0.0	0.0	702.0	479.0	506.0	472.0	0.0	0.0	98.0	156.0	55.0	101.0	89.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	572.0	0.0	19.0	0.0	0.0	0.0	63.0	79.0	47.0	0.0	0.0	72.0	0.0	0.0	0.0	0.0	67.0	136.0	0.0	0.0	142.0	173.0	0.0	0.0	0.0	138.0	876.0	0.0	106.0	185.0	165.0	137.0	0.0	125.0	131.0	0.0	52.0	47.0	0.0	199.0
19cb3add28813b2bf3e1f40a000d33c2	0.0	16.0	86.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	274.0	1107.0	0.0	10.0	0.0	0.0	110.0	126.0	0.0	0.0	0.0	0.0	133.0	255.0	0.0	0.0	610.0	339.0	1807.0	1138.0	48.0	29.0	6.0	8.0	0.0	0.0	19.0	0.0	39.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	8.0	13.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	22.0	11.0	281.0	30.0	0.0	4.0	21.0	15.0	0.0
0cc2420a6a4698f8bf664d50b17d26b4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	42.0	33.0	38.0	1309.0	521.0	82.0	39.0	314.0	111.0	0.0	0.0	153.0	217.0	172.0	82.0	0.0	0.0	697.0	479.0	301.0	49.0	1552.0	330.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0a58c594f843f7907aa51ed971294ed5	201.0	0.0	0.0	51.0	66.0	293.0	0.0	595.0	96.0	0.0	0.0	0.0	170.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.0	0.0	0.0	0.0	0.0	681.0	48.0	1678.0	0.0	0.0	129.0	878.0	0.0	0.0	138.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	275.0	49.0	195.0	182.0	0.0	0.0	510.0	0.0	87.0	0.0	0.0	0.0	0.0
d05c86b5bfc092d8677507fb1eae8d66	0.0	16.0	0.0	0.0	0.0	4.0	0.0	0.0	8.0	5.0	0.0	0.0	0.0	0.0	217.0	942.0	990.0	1075.0	0.0	0.0	315.0	323.0	676.0	646.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	161.0	255.0	0.0	0.0	19.0	150.0	0.0	25.0	26.0	0.0	0.0	0.0	0.0	78.0	11.0	0.0	0.0	0.0	0.0	0.0	24.0	16.0	40.0	0.0	13.0	19.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	37.0	8.0	0.0	0.0	0.0	0.0	0.0	59.0	4.0	6.0	78.0
d51cadfe81fe0417523583866304211f	681.0	147.0	0.0	0.0	106.0	177.0	0.0	172.0	84.0	261.0	41.0	532.0	226.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	111.0	0.0	0.0	0.0	0.0	0.0	99.0	0.0	1441.0	0.0	0.0	0.0	0.0	251.0	0.0	0.0	0.0	0.0	0.0	0.0	314.0	0.0	196.0	0.0	0.0	0.0	343.0	333.0	0.0	156.0	272.0	0.0	0.0	139.0	0.0	0.0	0.0
3d766867c97f511431bf97e059d6498f	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	142.0	143.0	147.0	136.0	286.0	550.0	0.0	0.0	45.0	17.0	0.0	0.0	201.0	332.0	184.0	160.0	0.0	0.0	682.0	575.0	81.0	26.0	835.0	871.0	32.0	6.0	0.0	22.0	0.0	43.0	0.0	23.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	77.0	13.0	0.0	0.0	16.0	20.0	13.0	0.0	47.0	0.0	9.0	18.0	0.0	0.0	10.0	9.0	34.0	7.0	0.0	11.0	75.0	113.0	0.0
c942f59feffce9c3ab527135de234101	37.0	89.0	81.0	100.0	12.0	28.0	162.0	66.0	46.0	0.0	36.0	209.0	21.0	52.0	81.0	59.0	52.0	75.0	0.0	0.0	0.0	0.0	46.0	26.0	102.0	52.0	19.0	57.0	16.0	37.0	31.0	53.0	0.0	0.0	18.0	0.0	54.0	64.0	141.0	16.0	0.0	231.0	186.0	0.0	58.0	250.0	178.0	0.0	0.0	121.0	163.0	87.0	276.0	23.0	43.0	139.0	62.0	0.0	90.0	58.0	278.0	244.0	0.0	72.0	218.0	82.0	16.0	47.0	30.0	115.0	12.0	103.0	404.0	123.0	22.0	79.0	117.0	146.0
